Dex Number,Name,HP,Attack,Defense,Special Attack,Special Defense,Speed,Weight,Height,Primary Type,Secondary Type,Abilities,Formats
865,Sirfetch'd,62,135,95,68,82,65,117,0.8,Fighting,NA,"Steadfast, Scrappy",National Dex
866,Mr. Rime,80,85,75,110,100,70,58.2,1.5,Ice,Psychic,"Tangled Feet, Screen Cleaner, Ice Body",National Dex
867,Runerigus,58,95,145,50,105,30,66.6,1.6,Ground,Ghost,Wandering Spirit,National Dex
868,Milcery,45,40,40,50,61,34,0.3,0.2,Fairy,NA,"Sweet Veil, Aroma Veil",National Dex
869,Alcremie,65,60,75,110,121,64,0.5,0.3,Fairy,NA,"Sweet Veil, Aroma Veil",National Dex
87,Dewgong,90,70,80,70,95,70,120,1.7,Water,Ice,"Thick Fat, Hydration, Ice Body",National Dex
870,Falinks,65,100,100,70,60,75,62,3,Fighting,NA,"Battle Armor, Defiant",Untiered
871,Pincurchin,48,101,95,91,85,15,1,0.3,Electric,NA,"Lightning Rod, Electric Surge",Untiered
872,Snom,30,25,35,45,30,20,3.8,0.3,Ice,Bug,"Shield Dust, Ice Scales",LC
873,Frosmoth,70,65,60,125,90,65,42,1.3,Ice,Bug,"Shield Dust, Ice Scales",NUBL
874,Stonjourner,100,125,135,20,20,70,520,2.5,Rock,NA,Power Spot,Untiered
875,Eiscue,75,80,110,65,90,50,89,1.4,Ice,NA,Ice Face,Untiered
876,Indeedee,60,65,55,105,95,95,28,0.9,Psychic,Normal,"Inner Focus, Synchronize, Psychic Surge",PU
876,Indeedee-F,70,55,65,95,105,85,28,0.9,Psychic,Normal,"Own Tempo, Synchronize, Psychic Surge",Untiered
877,Morpeko,58,95,58,70,58,97,3,0.3,Electric,Dark,Hunger Switch,PU
878,Cufant,72,80,49,40,49,40,100,1.2,Steel,NA,"Sheer Force, Heavy Metal",LC
879,Copperajah,122,130,69,80,69,30,650,3,Steel,NA,"Sheer Force, Heavy Metal",NU
88,Grimer,80,80,50,40,50,25,30,0.9,Poison,NA,"Stench, Sticky Hold, Poison Touch",LC
88,Grimer-Alola,80,80,50,40,50,25,42,0.7,Poison,Dark,"Pois}on Touch, Gluttony, Power of Alchemy",LC
880,Dracozolt,90,100,90,80,70,75,190,1.8,Electric,Dragon,"Volt Absorb, Hustle, Sand Rush",National Dex
881,Arctozolt,90,100,90,90,80,55,150,2.3,Electric,Ice,"Volt Absorb, Static, Slush Rush",National Dex
882,Dracovish,90,90,100,70,80,75,215,2.3,Water,Dragon,"Water Absorb, Strong Jaw, Sand Rush",National Dex
883,Arctovish,90,90,100,80,90,55,175,2,Water,Ice,"Water Absorb, Ice Body, Slush Rush",National Dex
884,Duraludon,70,95,115,120,50,85,40,1.8,Steel,Dragon,"Light Metal, Heavy Metal, Stalwart",National Dex
888,Dreepy,,,,,,,,,,NA,,
888,Zacian-Crowned,92,150,115,80,115,148,355,2.8,Fairy,Steel,Intrepid Sword,Uber
889,Zamazenta,92,120,115,80,115,138,210,2.9,Fighting,NA,Dauntless Shield,OU
889,Zamazenta-Crowned,92,120,140,80,140,128,785,2.9,Fighting,Steel,Dauntless Shield,Uber
89,Muk,105,105,75,65,100,50,30,1.2,Poison,NA,"Stench, Sticky Hold, Poison Touch",PU
89,Muk-Alola,105,105,75,65,100,50,52,1,Poison,Dark,"Poison Touch, Gluttony, Power of Alchemy",RU
890,Eternatus,140,85,95,145,95,130,950,20,Poison,Dragon,Pressure,Uber
891,Kubfu,60,90,60,53,50,72,12,0.6,Fighting,NA,Inner Focus,NFE
892,Urshifu,100,130,100,63,60,97,105,1.9,Fighting,Dark,Unseen Fist,Uber
892,Urshifu-Rapid-Strike,100,130,100,63,60,97,105,1.9,Fighting,Water,Unseen Fist,Uber
893,Zarude,105,120,105,70,95,105,70,1.8,Dark,Grass,Leaf Guard,RUBL
893,Zarude-Dada,105,120,105,70,95,105,70,1.8,Dark,Grass,Leaf Guard,RUBL
894,Regieleki,80,100,50,100,50,200,145,1.2,Electric,NA,Transistor,Uber
895,Regidrago,200,100,50,100,50,80,200,2.1,Dragon,NA,Dragon's Maw,RUBL
896,Glastrier,100,145,130,65,110,30,800,2.2,Ice,NA,Chilling Neigh,NU
897,Spectrier,100,65,60,145,80,130,44.5,2,Ghost,NA,Grim Neigh,Uber
898,Calyrex,100,80,80,80,80,80,7.7,1.1,Psychic,Grass,Unnerve,Untiered
898,Calyrex-Ice,100,165,150,85,130,50,809.1,2.4,Psychic,Ice,As One (Glastrier),Uber
898,Calyrex-Shadow,100,85,80,165,100,150,53.6,2.4,Psychic,Ghost,As One (Spectrier),AG
899,Wyrdeer,103,105,72,105,75,65,95.1,1.8,Normal,Psychic,"Intimidate, Frisk, Sap Sipper",Untiered
9,Blastoise,79,83,100,85,105,78,85.5,1.6,Water,NA,"Torrent, Rain Dish",National Dex
90,Shellder,30,65,100,45,25,40,4,0.3,Water,NA,"Shell Armor, Skill Link, Overcoat",LC
900,Kleavor,70,135,95,45,70,85,89,1.8,Bug,Rock,"Swarm, Sheer Force, Sharpness",UU
901,Ursaluna,130,140,105,45,80,50,290,2.4,Ground,Normal,"Guts, Bulletproof, Unnerve",UU
901,Ursaluna-Bloodmoon,113,70,120,135,65,52,333,2.7,Ground,Normal,Mind's Eye,Uber
902,Basculegion,120,112,65,80,75,78,110,3,Water,Ghost,"Swift Swim, Adaptability, Mold Breaker",RU
902,Basculegion-F,120,92,65,100,75,78,110,3,Water,Ghost,"Swift Swim, Adaptability, Mold Breaker",UU
903,Sneasler,80,130,60,40,80,120,43,1.3,Fighting,Poison,"Pressure, Unburden, Poison Touch",Uber
904,Overqwil,85,115,95,65,65,85,60.5,2.5,Dark,Poison,"Poison Point, Swift Swim, Intimidate",RU
905,Enamorus,74,115,70,135,80,106,48,1.6,Fairy,Flying,"Cute Charm, Contrary",OU
905,Enamorus-Therian,74,115,110,135,100,46,48,1.6,Fairy,Flying,Overcoat,UU
906,Sprigatito,40,61,54,45,45,65,4.1,0.4,Grass,NA,"Overgrow, Protean",LC
907,Floragato,61,80,63,60,63,83,12.2,0.9,Grass,NA,"Overgrow, Protean",NFE
908,Meowscarada,76,110,70,81,70,123,31.2,1.5,Grass,Dark,"Overgrow, Protean",UU
909,Fuecoco,67,45,59,63,40,36,9.8,0.4,Fire,NA,"Blaze, Unaware",LC
91,Cloyster,50,95,180,85,45,70,132.5,1.5,Water,Ice,"Shell Armor, Skill Link, Overcoat",RU
910,Crocalor,81,55,78,90,58,49,30.7,1,Fire,NA,"Blaze, Unaware",NFE
911,Skeledirge,104,75,100,110,75,66,326.5,1.6,Fire,Ghost,"Blaze, Unaware",UU
912,Quaxly,55,65,45,50,45,50,6.1,0.5,Water,NA,"Torrent, Moxie",LC
913,Quaxwell,70,85,65,65,60,65,21.5,1.2,Water,NA,"Torrent, Moxie",NFE
914,Quaquaval,85,120,80,85,75,85,61.9,1.8,Water,Fighting,"Torrent, Moxie",UU
915,Lechonk,54,45,40,35,45,35,10.2,0.5,Normal,NA,"Aroma Veil, Gluttony, Thick Fat",LC
916,Oinkologne,110,100,75,59,80,65,120,1,Normal,NA,"Lingering Aroma, Gluttony, Thick Fat",Untiered
916,Oinkologne-F,115,90,70,59,90,65,120,1,Normal,NA,"Aroma Veil, Gluttony, Thick Fat",Untiered
917,Tarountula,35,41,45,29,40,20,4,0.3,Bug,NA,"Insomnia, Stakeout",LC
918,Spidops,60,79,92,52,86,35,16.5,1,Bug,NA,"Insomnia, Stakeout",Untiered
919,Nymble,33,46,40,21,25,45,1,0.2,Bug,NA,"Swarm, Tinted Lens",LC
92,Gastly,30,35,30,100,35,80,0.1,1.3,Ghost,Poison,Levitate,NFE
920,Lokix,71,102,78,52,55,92,17.5,1,Bug,Dark,"Swarm, Tinted Lens",UU
921,Pawmi,45,50,20,40,25,60,2.5,0.3,Electric,NA,"Static, Natural Cure, Iron Fist",LC
922,Pawmo,60,75,40,50,40,85,6.5,0.4,Electric,Fighting,"Volt Absorb, Natural Cure, Iron Fist",NFE
923,Pawmot,70,115,70,70,60,105,41,0.9,Electric,Fighting,"Volt Absorb, Natural Cure, Iron Fist",RU
924,Tandemaus,50,50,45,40,45,75,1.8,0.3,Normal,NA,"Run Away, Pickup, Own Tempo",LC
925,Maushold,74,75,70,65,75,111,2.3,0.3,Normal,NA,"Friend Guard, Cheek Pouch, Technician",RU
925,Maushold-Four,74,75,70,65,75,111,2.8,0.3,Normal,NA,"Friend Guard, Cheek Pouch, Technician",RU
926,Fidough,37,55,70,30,55,65,10.9,0.3,Fairy,NA,"Own Tempo, Klutz",LC
927,Dachsbun,57,80,115,50,80,95,14.9,0.5,Fairy,NA,"Well-Baked Body, Aroma Veil",Untiered
928,Smoliv,41,35,45,58,51,30,6.5,0.3,Grass,Normal,"Early Bird, Harvest",LC
929,Dolliv,52,53,60,78,78,33,11.9,0.6,Grass,Normal,"Early Bird, Harvest",NFE
93,Haunter,45,50,45,115,55,95,0.1,1.6,Ghost,Poison,Levitate,PU
930,Arboliva,78,69,90,125,109,39,48.2,1.4,Grass,Normal,"Seed Sower, Harvest",PU
931,Squawkabilly,82,96,51,45,51,92,2.4,0.6,Normal,Flying,"Intimidate, Hustle, Guts",Untiered
931,Squawkabilly-Blue,82,96,51,45,51,92,2.4,0.6,Normal,Flying,"Intimidate, Hustle, Guts",Untiered
931,Squawkabilly-White,82,96,51,45,51,92,2.4,0.6,Normal,Flying,"Intimidate, Hustle, Sheer Force",Untiered
931,Squawkabilly-Yellow,82,96,51,45,51,92,2.4,0.6,Normal,Flying,"Intimidate, Hustle, Sheer Force",Untiered
932,Nacli,55,55,75,35,35,25,16,0.4,Rock,NA,"Purifying Salt, Sturdy, Clear Body",LC
933,Naclstack,60,60,100,35,65,35,105,0.6,Rock,NA,"Purifying Salt, Sturdy, Clear Body",PU
934,Garganacl,100,100,130,45,90,35,240,2.3,Rock,NA,"Purifying Salt, Sturdy, Clear Body",UUBL
935,Charcadet,40,50,40,50,40,35,10.5,0.6,Fire,NA,"Flash Fire, Flame Body",LC
936,Armarouge,85,60,100,125,80,75,85,1.5,Fire,Psychic,"Flash Fire, Weak Armor",RU
937,Ceruledge,75,125,80,60,100,85,62,1.6,Fire,Ghost,"Flash Fire, Weak Armor",OU
938,Tadbulb,61,31,41,59,35,45,0.4,0.3,Electric,NA,"Own Tempo, Static, Damp",LC
939,Bellibolt,109,64,91,103,83,45,113,1.2,Electric,NA,"Electromorphosis, Static, Damp",RU
94,Gengar,60,65,60,130,75,110,40.5,1.5,Ghost,Poison,Cursed Body,UU
940,Wattrel,40,40,35,55,40,70,3.6,0.4,Electric,Flying,"Wind Power, Volt Absorb, Competitive",LC
941,Kilowattrel,70,70,60,105,60,125,38.6,1.4,Electric,Flying,"Wind Power, Volt Absorb, Competitive",RU
942,Maschiff,60,78,60,40,51,51,16,0.5,Dark,NA,"Intimidate, Run Away, Stakeout",LC
943,Mabosstiff,80,120,90,60,70,85,61,1.1,Dark,NA,"Intimidate, Guard Dog, Stakeout",PU
944,Shroodle,40,65,35,40,35,75,0.7,0.2,Poison,Normal,"Unburden, Pickpocket, Prankster",LC
945,Grafaiai,63,95,65,80,72,110,27.2,0.7,Poison,Normal,"Unburden, Poison Touch, Prankster",RU
946,Bramblin,40,65,30,45,35,60,0.6,0.6,Grass,Ghost,"Wind Rider, Infiltrator",LC
947,Brambleghast,55,115,70,80,70,90,6,1.2,Grass,Ghost,"Wind Rider, Infiltrator",RU
948,Toedscool,40,40,35,50,100,70,33,0.9,Ground,Grass,Mycelium Might,LC
949,Toedscruel,80,70,65,80,120,100,58,1.9,Ground,Grass,Mycelium Might,RU
95,Onix,35,45,160,30,45,70,210,8.8,Rock,Ground,"Rock Head, Sturdy, Weak Armor",National Dex
950,Klawf,70,100,115,35,55,75,79,1.3,Rock,NA,"Anger Shell, Shell Armor, Regenerator",PU
951,Capsakid,50,62,40,62,40,50,3,0.3,Grass,NA,"Chlorophyll, Insomnia, Klutz",LC
952,Scovillain,65,108,65,108,65,75,15,0.9,Grass,Fire,"Chlorophyll, Insomnia, Moody",Untiered
953,Rellor,41,50,60,31,58,30,1,0.2,Bug,NA,"Compound Eyes, Shed Skin",LC
954,Rabsca,75,50,85,115,100,45,3.5,0.3,Bug,Psychic,"Synchronize, Telepathy",Untiered
955,Flittle,30,35,30,55,30,75,1.5,0.2,Psychic,NA,"Anticipation, Frisk, Speed Boost",NFE
956,Espathra,95,60,60,101,60,105,90,1.9,Psychic,NA,"Opportunist, Frisk, Speed Boost",Uber
957,Tinkatink,50,45,45,35,64,58,8.9,0.4,Fairy,Steel,"Mold Breaker, Own Tempo, Pickpocket",LC
958,Tinkatuff,65,55,55,45,82,78,59.1,0.7,Fairy,Steel,"Mold Breaker, Own Tempo, Pickpocket",NFE
959,Tinkaton,85,75,77,70,105,94,112.8,0.7,Fairy,Steel,"Mold Breaker, Own Tempo, Pickpocket",RU
96,Drowzee,60,48,45,43,90,42,32.4,1,Psychic,NA,"Insomnia, Forewarn, Inner Focus",LC
960,Wiglett,10,55,25,35,25,95,1.8,1.2,Water,NA,"Gooey, Rattled, Sand Veil",LC
961,Wugtrio,35,100,50,50,70,120,5.4,1.2,Water,NA,"Gooey, Rattled, Sand Veil",Untiered
962,Bombirdier,70,103,85,60,85,82,42.9,1.5,Flying,Dark,"Big Pecks, Keen Eye, Rocky Payload",PU
963,Finizen,70,45,40,45,40,75,60.2,1.3,Water,NA,Water Veil,LC
964,Palafin,100,70,72,53,62,100,60.2,1.3,Water,NA,Zero to Hero,Uber
965,Varoom,45,70,63,30,45,47,35,1,Steel,Poison,"Overcoat, Slow Start",LC
966,Revavroom,80,119,90,54,67,90,120,1.8,Steel,Poison,"Overcoat, Filter",RU
967,Cyclizar,70,95,65,85,65,121,63,1.6,Dragon,Normal,"Shed Skin, Regenerator",RU
968,Orthworm,70,85,145,60,55,65,310,2.5,Steel,NA,"Earth Eater, Sand Veil",PU
969,Glimmet,48,35,42,105,60,60,8,0.7,Rock,Poison,"Toxic Debris, Corrosion",LC
97,Hypno,85,73,70,73,115,67,75.6,1.6,Psychic,NA,"Insomnia, Forewarn, Inner Focus",Untiered
970,Glimmora,83,55,90,130,81,86,45,1.5,Rock,Poison,"Toxic Debris, Corrosion",OU
971,Greavard,50,61,60,30,55,34,35,0.6,Ghost,NA,"Pickup, Fluffy",LC
972,Houndstone,72,101,100,50,97,68,15,2,Ghost,NA,"Sand Rush, Fluffy",PU
973,Flamigo,82,115,74,75,64,90,37,1.6,Flying,Fighting,"Scrappy, Tangled Feet, Costar",RU
978,Cetoddle,,,,,95,82,8,0.3,Dragon,Water,"Commander, Storm Drain",NU
979,Annihilape,110,115,80,50,90,90,56,1.2,Fighting,Ghost,"Vital Spirit, Inner Focus, Defiant",Uber
98,Krabby,30,105,90,25,25,50,6.5,0.4,Water,NA,"Hyper Cutter, Shell Armor, Sheer Force",National Dex
980,Clodsire,130,75,60,45,100,20,223,1.8,Poison,Ground,"Poison Point, Water Absorb, Unaware",UU
981,Farigiraf,120,90,70,110,70,60,160,3.2,Normal,Psychic,"Cud Chew, Armor Tail, Sap Sipper",PU
982,Dudunsparce,125,100,80,85,75,55,39.2,3.6,Normal,NA,"Serene Grace, Run Away, Rattled",NU
982,Dudunsparce-Three-Segment,125,100,80,85,75,55,47.4,4.5,Normal,NA,"Serene Grace, Run Away, Rattled",NU
983,Kingambit,100,135,120,60,85,50,120,2,Dark,Steel,"Defiant, Supreme Overlord, Pressure",OU
984,Great Tusk,115,131,131,53,53,87,320,2.2,Ground,Fighting,Protosynthesis,OU
985,Scream Tail,115,65,99,65,115,111,8,1.2,Fairy,Psychic,Protosynthesis,RU
986,Brute Bonnet,111,127,99,79,99,55,21,1.2,Grass,Dark,Protosynthesis,NUBL
987,Flutter Mane,55,55,55,135,135,135,4,1.4,Ghost,Fairy,Protosynthesis,Uber
988,Slither Wing,85,135,79,85,105,81,92,3.2,Bug,Fighting,Protosynthesis,RU
989,Sandy Shocks,85,81,97,121,85,101,60,2.3,Electric,Ground,Protosynthesis,UU
99,Kingler,55,130,115,50,50,75,60,1.3,Water,NA,"Hyper Cutter, Shell Armor, Sheer Force",National Dex
990,Iron Treads,90,112,120,72,70,106,240,0.9,Ground,Steel,Quark Drive,UU
991,Iron Bundle,56,80,114,124,60,136,11,0.6,Ice,Water,Quark Drive,Uber
992,Iron Hands,154,140,108,50,68,50,380.7,1.8,Fighting,Electric,Quark Drive,UU
993,Iron Jugulis,94,80,86,122,80,108,111,1.3,Dark,Flying,Quark Drive,RU
994,Iron Moth,80,70,60,140,110,110,36,1.2,Fire,Poison,Quark Drive,OU
995,Iron Thorns,100,134,110,70,84,72,303,1.6,Rock,Electric,Quark Drive,RU
996,Frigibax,65,75,45,35,45,55,17,0.5,Dragon,Ice,"Thermal Exchange, Ice Body",LC
997,Arctibax,90,95,66,45,65,62,30,0.8,Dragon,Ice,"Thermal Exchange, Ice Body",NFE
998,Baxcalibur,115,145,92,75,86,87,210,2.1,Dragon,Ice,"Thermal Exchange, Ice Body",Uber
999,Gimmighoul,45,30,70,75,70,10,5,0.3,Ghost,NA,Rattled,LC
999,Gimmighoul-Roaming,45,30,25,75,45,80,0.1,0.1,Ghost,NA,Run Away,LC
NA,Venusaur-Mega,80,100,123,122,120,80,155.5,2.4,Grass,Poison,Thick Fat,National Dex
NA,Diancie-Mega,50,160,110,160,110,110,27.8,1.1,Rock,Fairy,Magic Bounce,National Dex
NA,Eiscue-Noice,75,80,70,65,50,130,89,1.4,Ice,NA,Ice Face,Untiered
NA,Orbeetle-Gmax,60,45,110,80,120,90,0,14,Bug,Psychic,"Swarm, Frisk, Telepathy",National Dex
NA,Coalossal-Gmax,110,80,120,80,90,30,0,42,Rock,Fire,"Steam Engine, Flame Body, Flash Fire",National Dex
NA,Morpeko-Hangry,58,95,58,70,58,97,3,0.3,Electric,Dark,Hunger Switch,PU
NA,Ogerpon-Hearthflame-Tera,80,120,84,60,96,110,39.8,1.2,Grass,Fire,Embody Aspect (Hearthflame),Uber
NA,Ogerpon-Wellspring-Tera,80,120,84,60,96,110,39.8,1.2,Grass,Water,Embody Aspect (Wellspring),OU
NA,Rayquaza-Mega,105,180,100,180,100,115,392,10.8,Dragon,Flying,Delta Stream,National Dex
NA,Gardevoir-Mega,68,85,65,165,135,100,48.4,1.6,Psychic,Fairy,Pixilate,National Dex
NA,Darmanitan-Galar-Zen,105,160,55,30,55,135,120,1.7,Ice,Fire,Zen Mode,National Dex
NA,Charizard-Gmax,78,84,78,109,85,100,0,28,Fire,Flying,"Blaze, Solar Power",National Dex
NA,Lapras-Gmax,130,85,80,85,95,60,0,24,Water,Ice,"Water Absorb, Shell Armor, Hydration",National Dex
NA,Sandaconda-Gmax,72,107,125,65,70,71,0,22,Ground,NA,"Sand Spit, Shed Skin, Sand Veil",National Dex
NA,Metagross-Mega,80,145,150,105,110,110,942.9,2.5,Steel,Psychic,Tough Claws,National Dex
NA,Ogerpon-Cornerstone-Tera,80,120,84,60,96,110,39.8,1.2,Grass,Rock,Embody Aspect (Cornerstone),OU
NA,Gyarados-Mega,95,155,109,70,130,81,305,6.5,Water,Dark,Mold Breaker,National Dex
NA,Scizor-Mega,70,150,140,65,100,75,125,2,Bug,Steel,Technician,National Dex
NA,Beedrill-Mega,65,150,40,15,80,145,40.5,1.4,Bug,Poison,Adaptability,National Dex
NA,Ampharos-Mega,90,95,105,165,110,45,61.5,1.4,Electric,Dragon,Mold Breaker,National Dex
NA,Pinsir-Mega,65,155,120,65,90,105,59,1.7,Bug,Flying,Aerilate,National Dex
NA,Manectric-Mega,70,75,80,135,80,135,44,1.8,Electric,NA,Intimidate,National Dex
NA,Grimmsnarl-Gmax,95,120,65,95,75,60,0,32,Dark,Fairy,"Prankster, Frisk, Pickpocket",National Dex
NA,Greninja-Ash,72,145,67,153,71,132,40,1.5,Water,Dark,Battle Bond,National Dex
NA,Gengar-Gmax,60,65,60,130,75,110,0,20,Ghost,Poison,Cursed Body,National Dex
NA,Melmetal-Gmax,135,143,143,80,65,34,0,25,Steel,NA,Iron Fist,National Dex
NA,Aegislash-Blade,60,150,50,150,50,60,53,1.7,Steel,Ghost,Stance Change,National Dex
NA,Gallade-Mega,68,165,95,65,115,110,56.4,1.6,Psychic,Fighting,Inner Focus,National Dex
NA,Mimikyu-Busted,55,90,80,50,105,96,0.7,0.2,Ghost,Fairy,Disguise,RU
NA,Heracross-Mega,80,185,115,40,105,75,62.5,1.7,Bug,Fighting,Skill Link,National Dex
NA,Urshifu-Gmax,100,130,100,63,60,97,0,29,Fighting,Dark,Unseen Fist,National Dex
NA,Blastoise-Mega,79,103,120,135,115,78,101.1,1.6,Water,NA,Mega Launcher,National Dex
NA,Wishiwashi-School,45,140,130,140,135,30,78.6,8.2,Water,NA,Schooling,National Dex
NA,Castform-Sunny,70,70,70,70,70,70,0.8,0.3,Fire,NA,Forecast,National Dex
NA,Lopunny-Mega,65,136,94,54,96,135,28.3,1.3,Normal,Fighting,Scrappy,National Dex
NA,Camerupt-Mega,70,120,100,145,105,20,320.5,2.5,Fire,Ground,Sheer Force,National Dex
NA,Cramorant-Gorging,70,85,55,85,95,85,18,0.8,Flying,Water,Gulp Missile,PU
NA,Kangaskhan-Mega,105,125,100,60,100,100,100,2.2,Normal,NA,Parental Bond,National Dex
NA,Castform-Snowy,70,70,70,70,70,70,0.8,0.3,Ice,NA,Forecast,National Dex
NA,Blastoise-Gmax,79,83,100,85,105,78,0,25,Water,NA,"Torrent, Rain Dish",National Dex
NA,Tyranitar-Mega,100,164,150,95,120,71,255,2.5,Rock,Dark,Sand Stream,National Dex
NA,Pidgeot-Mega,83,80,80,135,80,121,50.5,2.2,Normal,Flying,No Guard,National Dex
NA,Garchomp-Mega,108,170,115,120,95,92,95,1.9,Dragon,Ground,Sand Force,National Dex
NA,Minior-Meteor,60,60,100,60,100,60,40,0.3,Rock,Flying,Shields Down,National Dex
NA,Ogerpon-Teal-Tera,80,120,84,60,96,110,39.8,1.2,Grass,NA,Embody Aspect (Teal),UU
NA,Charizard-Mega-Y,78,104,78,159,115,100,100.5,1.7,Fire,Flying,Drought,National Dex
NA,Gengar-Mega,60,65,80,170,95,130,40.5,1.4,Ghost,Poison,Shadow Tag,National Dex
NA,Audino-Mega,103,60,126,80,126,50,32,1.5,Normal,Fairy,Healer,National Dex
NA,Aerodactyl-Mega,80,135,85,70,95,150,79,2.1,Rock,Flying,Tough Claws,National Dex
NA,Medicham-Mega,60,100,85,80,85,100,31.5,1.3,Fighting,Psychic,Pure Power,National Dex
NA,Charizard-Mega-X,78,130,111,130,85,100,110.5,1.7,Fire,Dragon,Tough Claws,National Dex
NA,Swampert-Mega,100,150,110,95,110,70,102,1.9,Water,Ground,Swift Swim,National Dex
NA,Drednaw-Gmax,90,115,90,48,68,74,0,24,Water,Rock,"Strong Jaw, Shell Armor, Swift Swim",National Dex
NA,Meowth-Gmax,40,45,35,40,40,90,0,33,Normal,NA,"Pickup, Technician, Unnerve",National Dex
NA,Palafin-Hero,100,160,97,106,87,100,97.4,1.8,Water,NA,Zero to Hero,Uber
NA,Banette-Mega,64,165,75,93,83,75,13,1.2,Ghost,NA,Prankster,National Dex
NA,Centiskorch-Gmax,100,115,65,90,90,65,0,75,Fire,Bug,"Flash Fire, White Smoke, Flame Body",National Dex
NA,Alcremie-Gmax,65,60,75,110,121,64,0,30,Fairy,NA,"Sweet Veil, Aroma Veil",National Dex
NA,Necrozma-Ultra,97,167,97,167,97,129,230,7.5,Psychic,Dragon,Neuroforce,National Dex
NA,Mawile-Mega,50,105,125,55,95,50,23.5,1,Steel,Fairy,Huge Power,National Dex
NA,Machamp-Gmax,90,130,80,65,85,55,0,25,Fighting,NA,"Guts, No Guard, Steadfast",National Dex
NA,Lucario-Mega,70,145,88,140,70,112,57.5,1.3,Fighting,Steel,Adaptability,National Dex
NA,Castform-Rainy,70,70,70,70,70,70,0.8,0.3,Water,NA,Forecast,National Dex
NA,Latios-Mega,80,130,100,160,120,110,70,2.3,Dragon,Psychic,Levitate,National Dex
NA,Toxtricity-Low-Key-Gmax,75,98,70,114,70,75,0,24,Electric,Poison,"Punk Rock, Minus, Technician",National Dex
NA,Mewtwo-Mega-X,106,190,100,154,100,130,127,2.3,Psychic,Fighting,Steadfast,National Dex
NA,Duraludon-Gmax,70,95,115,120,60,115,49,1.2,Dark,NA,Magic Bounce,National Dex
NA,Cherrim-Sunshine,70,60,70,87,78,85,9.3,0.5,Grass,NA,Flower Gift,National Dex
NA,Glalie-Mega,80,120,80,120,80,100,350.2,2.1,Ice,NA,Refrigerate,National Dex
NA,Kingler-Gmax,55,130,115,50,50,75,0,19,Water,NA,"Hyper Cutter, Shell Armor, Sheer Force",National Dex
NA,Copperajah-Gmax,122,130,69,80,69,30,0,23,Steel,NA,"Sheer Force, Heavy Metal",National Dex
NA,Eevee-Gmax,55,55,50,45,65,55,0,18,Normal,NA,"Run Away, Adaptability, Anticipation",National Dex
NA,Toxtricity-Gmax,75,98,70,114,70,75,0,24,Electric,Poison,"Punk Rock, Plus, Technician",National Dex
NA,Mimikyu-Busted-Totem,55,90,80,50,105,96,2.8,0.4,Ghost,Fairy,Disguise,National Dex
NA,Sableye-Mega,50,85,125,85,115,20,161,0.5,Dark,Ghost,Magic Bounce,National Dex
NA,Flapple-Gmax,70,110,80,95,60,70,0,24,Grass,Dragon,"Ripen, Gluttony, Hustle",National Dex
NA,Salamence-Mega,95,145,130,120,90,120,112.6,1.8,Dragon,Flying,Aerilate,National Dex
NA,Slowbro-Mega,95,75,180,130,80,30,120,2,Water,Psychic,Shell Armor,National Dex
NA,Garbodor-Gmax,80,95,82,60,82,75,0,21,Poison,NA,"Stench, Weak Armor, Aftermath",National Dex
NA,Aggron-Mega,70,140,230,60,80,50,395,2.2,Steel,NA,Filter,National Dex
NA,Latias-Mega,80,100,120,140,150,110,52,1.8,Dragon,Psychic,Levitate,National Dex
NA,Cinderace-Gmax,80,116,75,65,75,119,0,27,Fire,NA,"Blaze, Libero",National Dex
NA,Hatterene-Gmax,57,90,95,136,103,29,0,26,Psychic,Fairy,"Healer, Anticipation, Magic Bounce",National Dex
NA,Butterfree-Gmax,60,45,50,90,80,70,0,17,Bug,Flying,"Compound Eyes, Tinted Lens",National Dex
NA,Abomasnow-Mega,90,132,105,132,105,30,185,2.7,Grass,Ice,Snow Warning,National Dex
NA,Altaria-Mega,75,110,110,110,105,80,20.6,1.5,Dragon,Fairy,Pixilate,National Dex
NA,Groudon-Primal,100,180,160,150,90,90,999.7,5,Ground,Fire,Desolate Land,National Dex
NA,Steelix-Mega,75,125,230,55,95,30,740,10.5,Steel,Ground,Sand Force,National Dex
NA,Zygarde-Complete,216,100,121,91,95,85,610,4.5,Dragon,Ground,Power Construct,National Dex
NA,Houndoom-Mega,75,90,90,140,90,115,49.5,1.9,Dark,Fire,Solar Power,National Dex
NA,Sharpedo-Mega,70,140,70,110,65,105,130.3,2.5,Water,Dark,Strong Jaw,National Dex
NA,Alakazam-Mega,55,50,65,175,105,150,48,1.2,Psychic,NA,Trace,National Dex
NA,Rillaboom-Gmax,100,125,90,60,70,85,0,28,Grass,NA,"Overgrow, Grassy Surge",National Dex
NA,Mewtwo-Mega-Y,106,150,70,194,120,140,33,1.5,Psychic,NA,Insomnia,National Dex
NA,Corviknight-Gmax,98,87,105,53,85,67,0,14,Flying,Steel,"Pressure, Unnerve, Mirror Armor",National Dex
NA,Venusaur-Gmax,80,82,83,100,100,80,0,24,Grass,Poison,"Overgrow, Chlorophyll",National Dex
NA,Snorlax-Gmax,160,110,65,65,110,30,0,35,Normal,NA,"Immunity, Thick Fat, Gluttony",National Dex
